HR,RA(J2000),DEC(J2000),Double.Name,Teff(K),Error_Teff(K),logg,Error_logg,[M/H],Error_[M/H],standard_B,Error_standard_B,standard_G,Error_standard_G,standard_R,Error_standard_R,STC_B,STC_G,STC_R,STC_L,Parallax
7790,306.4119044,-56.7350897,---,16184,1339,4.176,0.217,0.5,1.853,1.694,0.011,1.87,0.011,2.052,0.012,1.6524,1.8581,2.1472,0.9885,18.24
2294,95.6749389,-17.9559186,---,25153,461,4.5,0.169,-2.0,0.0,1.699,0.011,1.902,0.013,2.112,0.014,1.6407,1.8868,2.2199,1.0095,6.62
4905,193.50729,55.9598231,---,9248,40,3.5,0.002,-0.5,0.741,1.616,0.009,1.711,0.01,1.833,0.011,1.6228,1.7058,1.8984,0.8641,39.51
5191,206.8851572,49.3132667,---,17032,802,4.5,0.09,-2.0,1.853,1.603,0.01,1.77,0.011,1.95,0.012,1.5705,1.7573,2.0434,0.8953,31.38
3685,138.2999061,-69.7172075,---,8798,60,3.251,0.087,-1.0,0.0,1.537,0.008,1.621,0.008,1.731,0.008,1.5487,1.6165,1.7912,0.7765,28.82
8425,332.0582697,-46.9609744,---,12784,118,4.114,0.176,0.5,0.0,1.508,0.009,1.659,0.01,1.819,0.01,1.4828,1.6499,1.9037,0.7883,32.29
3207,122.3831256,-47.3365864,---,24998,627,5.0,0.0,0.018,0.107,1.534,0.013,1.733,0.014,1.944,0.015,1.4793,1.7174,2.0522,0.8443,2.92
2890,113.6504167,31.8884917,HR2891,9300,70,4.027,0.076,0.5,0.657,1.451,0.008,1.54,0.009,1.657,0.01,1.4721,1.5379,1.7229,0.7003,64.12
1903,84.0533889,-1.2019192,---,25334,774,4.925,0.247,0.0,0.416,1.465,0.018,1.665,0.017,1.877,0.017,1.4087,1.6493,1.9854,0.7755,1.65
1791,81.5729714,28.6074517,---,12931,189,3.969,0.137,0.5,0.0,1.432,0.009,1.585,0.01,1.746,0.011,1.4035,1.5758,1.8308,0.7125,24.36
6527,263.4021672,-37.1038236,---,21580,296,4.5,0.048,-2.0,0.0,1.341,0.009,1.53,0.01,1.729,0.011,1.2924,1.5157,1.8312,0.6445,5.71
1790,81.2827636,6.3497033,---,21671,575,4.0,0.251,-2.0,0.0,1.331,0.009,1.522,0.01,1.721,0.011,1.276,1.5068,1.8223,0.633,12.92
3982,152.0929625,11.9672089,---,11865,81,4.0,0.086,0.5,0.0,1.168,0.013,1.311,0.014,1.465,0.014,1.1473,1.3023,1.5465,0.4436,41.13
2618,104.6564531,-28.9720861,---,24275,691,4.5,0.22,-2.0,0.0,1.185,0.011,1.385,0.012,1.592,0.014,1.1289,1.3697,1.6986,0.4938,8.05
8728,344.4126928,-29.6222369,---,8748,12,3.891,0.098,0.397,0.371,1.063,0.011,1.128,0.01,1.224,0.011,1.0976,1.1279,1.2811,0.2964,129.81
4853,191.9302867,-59.6887719,---,26175,574,4.5,0.298,-2.0,0.0,0.959,0.012,1.166,0.013,1.379,0.014,0.8979,1.1498,1.4876,0.2709,11.71
5340,213.9153003,19.1824092,---,4241,27,1.775,0.169,-0.383,0.155,0.573,0.01,0.008,0.008,-0.397,0.01,0.8637,0.0837,-0.5355,-0.8297,88.83
7557,297.6958272,8.8683211,---,7837,51,3.842,0.04,0.027,0.213,0.73,0.01,0.726,0.008,0.763,0.008,0.7888,0.7298,0.7927,-0.0909,194.95
5056,201.2982472,-11.1613194,---,24442,855,4.778,0.371,-2.0,0.0,0.683,0.015,0.882,0.017,1.09,0.018,0.6294,0.8667,1.1965,-0.0077,13.06
1708,79.1723281,45.9979914,---,5315,19,2.824,0.256,-0.04,0.068,0.426,0.01,0.095,0.009,-0.129,0.009,0.6251,0.1285,-0.2053,-0.699,76.2
2943,114.8254978,5.2249875,---,6632,41,3.773,0.129,-0.025,0.113,0.481,0.009,0.358,0.007,0.287,0.006,0.5812,0.371,0.268,-0.448,284.56
5267,210.9558556,-60.3730353,---,25931,639,4.959,0.154,-2.0,0.0,0.323,0.011,0.527,0.013,0.739,0.014,0.268,0.5116,0.8481,-0.3644,8.32
5459,219.9020583,-60.8339928,HR5460,5683,69,4.155,0.656,0.378,0.161,0.039,0.014,-0.244,0.012,-0.441,0.011,0.2237,-0.2123,-0.5054,-1.0383,743.0
472,24.4285228,-57.2367528,---,14275,930,3.681,0.174,0.5,1.39,0.246,0.011,0.412,0.011,0.58,0.012,0.2074,0.4003,0.6686,-0.468,23.39
7001,279.2347347,38.7836889,---,9248,9,3.876,0.043,-0.5,0.0,-0.106,0.01,-0.018,0.01,0.1,0.011,-0.0882,-0.0221,0.1646,-0.8591,130.23
2326,95.9879578,-52.6956614,---,7449,88,2.0,0.08,0.0,0.216,-0.797,0.011,-0.774,0.01,-0.728,0.01,-0.7567,-0.773,-0.6964,-1.6044,10.55
2491,101.2871553,-16.7161158,---,9596,90,4.013,0.067,0.5,0.371,-1.59,0.01,-1.49,0.01,-1.364,0.011,-1.578,-1.4936,-1.2947,-2.3351,379.21
